exon_phyloP100way	3.79071464213156	238.658687388716	0.000190303486823856	0.0549083327424518	0.173723357494411
stop_phyloP100way	6.09204617500389	238.347487878172	4.43915729195757e-09	0.119188684413958	0.23311068299639
stop_phastCons100way	7.01986053598896	237.143683582433	2.32012518779264e-11	0.157428641620103	0.280259098296349
phylocsf_real	7.97414692981387	237.594914917552	6.45066116943463e-14	0.29972395255094	0.496406570012088
exon_phastCons100way	10.2620484768265	237.802189719607	1.08254902194141e-20	0.206502792876338	0.304622798563966
start_phyloP100way	12.2701699036132	237.883325228107	3.85865140932301e-27	0.318444162714133	0.440253778064073
num_homologs_with_uORFs	13.2239015923706	238.791497478606	2.5459777308023e-30	0.217494507279546	0.293637154729174
start_phastCons100way	13.476626505819	237.046143896508	4.1096357685335e-31	0.344850834771398	0.462933236567008
Tissue.Entropy	14.9038285675922	237.874868425991	6.37974632879143e-36	0.509237107525971	0.664363544501642
stop_elongating_A	20.1042280632017	236.910101931371	3.99007782485872e-53	0.848567123318673	1.03293708097489
aa_len	20.6021351125407	250.456050727768	7.76000456737354e-56	0.193378014083713	0.234258321473513
Fallopian.Tube	21.2042863203127	258.529563720471	1.67738502606388e-58	0.0830321491077237	0.100032883313361
start_initiating	21.6101572587811	236.397653719961	6.74207552835477e-58	1.38883189018298	1.66745235616991
Blood.Vessel	22.2877870645973	237.114847378033	4.23769012630477e-60	0.984908516281536	1.1759027836202
start_elongating_A	23.1974429483247	236.694137373215	6.96196407758485e-63	1.44773466822999	1.71645247476747
Ovary	23.9074848654682	236.796781896789	4.5192018670662e-65	0.96313239959975	1.1361153234211
Kidney	24.6303878687881	237.21624225646	2.60678737202332e-67	0.563978782257592	0.662039528276507
Heart	26.0295899205382	237.059396622274	1.8875192774273e-71	1.10803044853013	1.28948372655065
stop_elongating_footprints	26.1516516024702	237.927294839485	6.33748001372059e-72	0.946077306910132	1.10022364686115
start_elongating_footprints	26.3124036984931	236.806541917809	3.03741709893617e-72	1.49268836312186	1.734295410613
Liver	27.3218730165221	238.074283568739	2.41424108625781e-75	0.827463525949849	0.956060247185239
Adrenal.Gland	27.7529008548861	237.730195948607	1.58684777560888e-76	1.01869437250033	1.17436500093688
Testis	27.9316303253046	238.471974140864	3.8150123178945e-77	0.951949624498749	1.09641677947014
Uterus	28.2510240101557	237.834107779469	5.93657141101556e-78	1.3941349893886	1.60313968962706
Blood	29.1852971730027	237.768715146241	1.48866221116649e-80	0.590153996345612	0.6755910851888
Bladder	30.2063542413117	238.321860272293	1.89991688092718e-83	0.984193090778327	1.12152148736391
Bone.Marrow	31.0180406272851	237.653937444899	1.61191461992304e-85	1.55921211492086	1.77069911758543
Colon	31.5098199819072	238.022695473879	6.80367029221856e-87	1.59656876309634	1.80951571906171
Pancreas	31.7927291556802	237.678434119989	1.40965501537559e-87	1.59223284799438	1.80258854434876
exon_elongating_A	31.9222438901515	237.98825435583	5.63740842394057e-88	1.05206694623618	1.19045736123034
Esophagus	31.9508698352582	238.07495749411	4.56810331668731e-88	1.13478457678937	1.28391296818778
exon_elongating_footprints	32.6784236595488	238.111561489619	5.69072690079655e-90	1.05972124005191	1.19568554205997
Salivary.Gland	33.278252061653	237.921756966534	1.77136717675848e-91	1.6634251778464	1.87275789884152
Stomach	33.97620830348	238.687662615774	2.08236926327538e-93	1.06126584358072	1.19190551241793
Cervix.Uteri	34.0260698208988	238.631761631355	1.59908682023833e-93	1.01537126114984	1.14016714302642
Muscle	34.8967493568511	238.895152031338	9.24503256371033e-96	1.06060422133664	1.18751180810853
Prostate	34.9825669032188	238.76513407085	6.02910749864201e-96	1.05314245691222	1.17882998853492
Nerve	35.1547191937407	239.028233440882	1.98298318504514e-96	1.01531419042599	1.13585777530055
Lung	35.7587585962017	238.914933324499	6.8394531618459e-98	1.07509492213752	1.20045449162162
Adipose.Tissue	35.8601461034565	239.014088530647	3.67594972201436e-98	1.05323542457711	1.17567842567969
Small.Intestine	36.0846554595434	239.191706405715	9.521108364623e-99	0.999390638747556	1.11480889428004
Thyroid	36.8254654251511	239.317145298305	1.44456506904874e-100	1.05824181798579	1.17785885680645
Breast	37.0701914733389	239.363884703087	3.6544317592992e-101	1.05139932282233	1.16941420376391
Brain	37.8968974556027	239.270437953322	4.21296171631548e-103	1.08936888334403	1.20883224939975
Vagina	38.0968962970976	238.124151361205	2.68786874076409e-103	1.77097027587024	1.96410987566571
Spleen	38.7513375029947	239.982894929903	2.86433242048191e-105	1.03486421573675	1.14571236927956
Pituitary	39.587628137164	239.270385413216	5.13380667070897e-107	1.11807773059809	1.23517860121723
mean_expression	40.2317713313463	239.928636894105	1.20944895969594e-108	1.05165367982941	1.15994181002964
Skin	41.3100356593224	239.639832781012	5.6167161255016e-111	1.11461553304114	1.22624178419742
